,CPU 제조사,CPU 넘버,메모리 타입,메모리 용량,SSD 형태,SSD 용량,그래픽 칩셋,그래픽 메모리,운영체제,CPU Score,GPU Score,용도,최저가,제품명,제품 코드,그래픽 제조사,저장장치1,저장장치2,저장장치1 크기,저장장치2 크기
2744,1,i5-12400,DDR4,16,M.2,256GB,GeforceGTX1650,Geforce GTX 1650 4GB,1,19524,7820,1,1420000,삼성전자 데스크탑5 DM500TEA-A58B,17897984,1,M.2,M.2,256,0
2745,1,i9-12900K,DDR5,64,M.2,2TB,GeforceRTX3090Ti,Geforce RTX 3090 Ti 24GB,0,41519,29624,1,8000000,몬스타 몬스타기어 GAMING I9 MAX101,17279660,1,M.2,M.2,2000.0,0
2746,0,5600X,DDR4,8,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,21959,17071,1,1659000,ASUS ROG STRIX G15DK-V5R6005,15031373,1,M.2,M.2,512,0
2747,0,5600X,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,21959,17071,1,1628990,ASUS ROG STRIX G15DK-V5R6005,15232952,1,M.2,M.2,512,0
2748,1,i3-10105,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8776,1279,0,598000,삼성전자 데스크탑5 DM500SDZ-AD3A,15339650,0,M.2,M.2,256,0
2749,1,i3-10105,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,0,8776,1279,0,610000,삼성전자 데스크탑5 DM500SDZ-AD3A,16914434,0,M.2,M.2,256,0
2750,1,i3-10105,DDR4,8,SSD,1TB,UHDGraphics630,UHD Graphics 630 ,0,8776,1279,0,730000,삼성전자 데스크탑5 DM500SDZ-AD3A,17049836,0,SSD,SSD,1000.0,0
2751,1,i3-10105,DDR4,8,SSD,512GB,UHDGraphics630,UHD Graphics 630 ,0,8776,1279,0,647000,삼성전자 데스크탑5 DM500SDZ-AD3A,17049821,0,SSD,SSD,512,0
2752,0,5300G,DDR4,8,M.2,256GB,5300G,5300G  ,0,13011,1998,0,528990,HP 파빌리온 TP01-2022kl,14764334,0,M.2,M.2,256,0
2753,0,5300G,DDR4,8,M.2,512GB,5300G,5300G  ,0,13011,1998,0,588780,HP 파빌리온 TP01-2022kl,14830694,0,M.2,M.2,512,0
2754,0,5300G,DDR4,16,M.2,256GB,5300G,5300G  ,0,13011,1998,0,578600,HP 파빌리온 TP01-2022kl,14830691,0,M.2,M.2,256,0
2755,0,5300G,DDR4,8,M.2,1TB,5300G,5300G  ,0,13011,1998,0,648990,HP 파빌리온 TP01-2022kl,14842661,0,M.2,M.2,1000.0,0
2756,0,5300G,DDR4,8,M.2,256GB,5300G,5300G  ,0,13011,1998,0,575990,HP 파빌리온 TP01-2022kl,14830685,0,M.2,M.2,256,0
2757,0,5300G,DDR4,8,M.2,256GB,5300G,5300G  ,0,13011,1998,0,628990,HP 파빌리온 TP01-2022kl,14830700,0,M.2,M.2,256,0
2758,1,i5-12400F,DDR4,16,M.2,512GB,GeforceRTX3060,Geforce RTX 3060 12GB,0,19804,17071,1,1267100,다나와표준PC 게임용 221015,13163934,1,M.2,M.2,512,0
2759,1,i3-1215U,DDR4,8,M.2,512GB,UHDGraphics,UHD Graphics ,0,11389,1521,0,774000,HP 프로원 240 G9 6K7Z5PA,17549897,0,M.2,M.2,512,0
2760,1,i3-1215U,DDR4,8,M.2,1TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,828990,HP 프로원 240 G9 6K7Z5PA,17549957,0,M.2,M.2,1000.0,0
2761,1,i3-1215U,DDR4,8,M.2,2TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1008990,HP 프로원 240 G9 6K7Z5PA,17549972,0,M.2,M.2,2000.0,0
2762,1,i3-1215U,DDR4,16,M.2,512GB,UHDGraphics,UHD Graphics ,0,11389,1521,0,822810,HP 프로원 240 G9 6K7Z5PA,17549912,0,M.2,M.2,512,0
2763,1,i3-1215U,DDR4,16,M.2,1TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,953990,HP 프로원 240 G9 6K7Z5PA,17549927,0,M.2,M.2,1000.0,0
2764,1,i3-1215U,DDR4,16,M.2,2TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1063880,HP 프로원 240 G9 6K7Z5PA,17550026,0,M.2,M.2,2000.0,0
2765,1,i3-1215U,DDR4,32,M.2,512GB,UHDGraphics,UHD Graphics ,0,11389,1521,0,938990,HP 프로원 240 G9 6K7Z5PA,17549960,0,M.2,M.2,512,0
2766,1,i3-1215U,DDR4,32,M.2,1TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1058990,HP 프로원 240 G9 6K7Z5PA,17550023,0,M.2,M.2,1000.0,0
2767,1,i3-1215U,DDR4,32,M.2,2TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1168990,HP 프로원 240 G9 6K7Z5PA,17550086,0,M.2,M.2,2000.0,0
2768,1,i3-1215U,DDR4,64,M.2,512GB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1138990,HP 프로원 240 G9 6K7Z5PA,17550047,0,M.2,M.2,512,0
2769,1,i3-1215U,DDR4,64,M.2,1TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1258990,HP 프로원 240 G9 6K7Z5PA,17550095,0,M.2,M.2,1000.0,0
2770,1,i3-1215U,DDR4,64,M.2,2TB,UHDGraphics,UHD Graphics ,0,11389,1521,0,1368990,HP 프로원 240 G9 6K7Z5PA,17550110,0,M.2,M.2,2000.0,0
2771,1,N5105,DDR4,4,SSD,120GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,374990,ASUS MiniPC PN41-BBC099ML SSD,15219005,0,SSD,SSD,120,0
2772,1,N5105,DDR4,16,SSD,500GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,488104,ASUS MiniPC PN41-BBC099ML SSD,17339462,0,SSD,SSD,500,0
2773,1,N5105,DDR4,4,SSD,128GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,379990,ASUS MiniPC PN41-BBC099ML SSD,17112644,0,SSD,SSD,128,0
2774,1,N5105,DDR4,4,SSD,500GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,423114,ASUS MiniPC PN41-BBC099ML SSD,17339366,0,SSD,SSD,500,0
2775,1,N5105,DDR4,4,SSD,240GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,385990,ASUS MiniPC PN41-BBC099ML SSD,15219077,0,SSD,SSD,240,0
2776,1,N5105,DDR4,8,SSD,120GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,395990,ASUS MiniPC PN41-BBC099ML SSD,15219239,0,SSD,SSD,120,0
2777,1,N5105,DDR4,8,SSD,240GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,406990,ASUS MiniPC PN41-BBC099ML SSD,15219272,0,SSD,SSD,240,0
2778,1,N5105,DDR4,8,SSD,250GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,428000,ASUS MiniPC PN41-BBC099ML SSD,17113238,0,SSD,SSD,250,0
2779,1,N5105,DDR4,8,SSD,256GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,417990,ASUS MiniPC PN41-BBC099ML SSD,17112947,0,SSD,SSD,256,0
2780,1,N5105,DDR4,8,SSD,500GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,444454,ASUS MiniPC PN41-BBC099ML SSD,17115140,0,SSD,SSD,500,0
2781,1,N5105,DDR4,8,SSD,512GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,443990,ASUS MiniPC PN41-BBC099ML SSD,17113085,0,SSD,SSD,512,0
2782,1,N5105,DDR4,16,SSD,120GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,440574,ASUS MiniPC PN41-BBC099ML SSD,15219380,0,SSD,SSD,120,0
2783,1,N5105,DDR4,16,SSD,240GB,UHDGraphics,UHD Graphics ,0,4081,1521,0,454154,ASUS MiniPC PN41-BBC099ML SSD,15219413,0,SSD,SSD,240,0
2784,1,N5105,DDR4,16,SSD,1TB,UHDGraphics,UHD Graphics ,0,4081,1521,0,560990,ASUS MiniPC PN41-BBC099ML SSD,17115551,0,SSD,SSD,1000.0,0
2785,1,i5-9400F,DDR4,8,SSD,120GB,GeforceGT1030,Geforce GT 1030 2GB,0,9541,2522,0,439000,포유컴퓨터 i5 GT1030,11063697,1,SSD,SSD,120,0
2786,1,i7-12700F,DDR4,16,M.2,512GB,GeforceRTX3060Ti,Geforce RTX 3060 Ti 8GB,0,31455,20406,1,1659000,한성컴퓨터 TFG AX12706i,16140689,1,M.2,M.2,512,0
2787,1,N6000,DDR4,4,eMMC,128GB,UHDGraphics,UHD Graphics ,1,3139,1521,0,393000,ECS LIVA Z3E N6000 Win10Pro,16776827,0,eMMC,eMMC,128,0
2788,1,N6000,DDR4,8,eMMC,128GB,UHDGraphics,UHD Graphics ,1,3139,1521,0,433000,ECS LIVA Z3E N6000 Win10Pro,17401253,0,eMMC,eMMC,128,0
2789,1,N6000,DDR4,16,eMMC,128GB,UHDGraphics,UHD Graphics ,1,3139,1521,0,493000,ECS LIVA Z3E N6000 Win10Pro,17401574,0,eMMC,eMMC,128,0
2790,1,i5-10400,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1029760,LG전자 B80GV-AP05S,17383847,0,M.2,M.2,256,0
2791,1,i5-10400,DDR4,8,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1068720,LG전자 B80GV-AP05S,17383985,0,M.2,M.2,512,0
2792,1,i5-10400,DDR4,8,M.2,1TB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1108720,LG전자 B80GV-AP05S,17384084,0,M.2,M.2,1000.0,0
2793,1,i5-10400,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1104000,LG전자 B80GV-AP05S,17409572,0,M.2,M.2,256,0
2794,1,i5-10400,DDR4,16,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1150000,LG전자 B80GV-AP05S,17409698,0,M.2,M.2,512,0
2795,1,i5-10400,DDR4,16,M.2,1TB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1260000,LG전자 B80GV-AP05S,17409857,0,M.2,M.2,1000.0,0
2796,1,i5-10400,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1068720,LG전자 B80GV-AP05S,17384144,0,M.2,M.2,256,0
2797,1,i5-10400,DDR4,8,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1108720,LG전자 B80GV-AP05S,17384366,0,M.2,M.2,512,0
2798,1,i5-10400,DDR4,8,M.2,1TB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1205740,LG전자 B80GV-AP05S,17384504,0,M.2,M.2,1000.0,0
2799,1,i5-10400,DDR4,16,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1150000,LG전자 B80GV-AP05S,17409836,0,M.2,M.2,256,0
2800,1,i5-10400,DDR4,16,M.2,512GB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1200000,LG전자 B80GV-AP05S,17409749,0,M.2,M.2,512,0
2801,1,i5-10400,DDR4,16,M.2,1TB,UHDGraphics630,UHD Graphics 630 ,1,12309,1279,0,1300000,LG전자 B80GV-AP05S,17409932,0,M.2,M.2,1000.0,0
2802,1,i7-12700T,DDR4,8,M.2,512GB,GeforceRTX3050,Geforce RTX 3050 4GB,1,22645,12707,1,1679000,HP 파빌리온 27-ca1010kr All in One,17333333,1,M.2,M.2,512,0
2803,1,i7-12700T,DDR4,16,M.2,512GB,GeforceRTX3050,Geforce RTX 3050 4GB,1,22645,12707,1,1848970,HP 파빌리온 27-ca1010kr All in One,17450024,1,M.2,M.2,512,0
2804,1,i3-10100,DDR4,8,M.2,256GB,UHDGraphics630,UHD Graphics 630 ,1,8754,1279,0,804470,삼성전자 데스크탑5 DM500TCZ-AD3A-SE,12035819,0,M.2,M.2,256,0
2805,1,i7-12700,DDR4,16,M.2,256GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2670670,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875244,0,M.2,M.2,256,0
2806,1,i7-12700,DDR4,16,M.2,2TB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2844510,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875262,0,M.2,M.2,2000.0,0
2807,1,i7-12700,DDR4,16,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2689730,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875256,0,M.2,M.2,512,0
2808,1,i7-12700,DDR4,32,M.2,256GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2745720,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875274,0,M.2,M.2,256,0
2809,1,i7-12700,DDR4,32,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2764800,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875277,0,M.2,M.2,512,0
2810,1,i7-12700,DDR4,8,M.2,250GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2404000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17845997,0,M.2,M.2,250,0
2811,1,i7-12700,DDR4,8,M.2,256GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2630540,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875208,0,M.2,M.2,256,0
2812,1,i7-12700,DDR4,8,M.2,2TB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2803660,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875232,0,M.2,M.2,2000.0,0
2813,1,i7-12700,DDR4,8,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2648820,인텔 NUC 12 Extreme Kit NUC12DCMi7,17875220,0,M.2,M.2,512,0
2814,1,i7-12700,DDR4,8,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2426000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846117,0,M.2,M.2,500,0
2815,1,i7-12700,DDR4,8,M.2,1TB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2470000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846180,0,M.2,M.2,1000.0,0
2816,1,i7-12700,DDR4,16,M.2,250GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2450000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846045,0,M.2,M.2,250,0
2817,1,i7-12700,DDR4,16,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2472000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846120,0,M.2,M.2,500,0
2818,1,i7-12700,DDR4,16,M.2,1TB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2516000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846168,0,M.2,M.2,1000.0,0
2819,1,i7-12700,DDR4,32,M.2,250GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2535000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846072,0,M.2,M.2,250,0
2820,1,i7-12700,DDR4,32,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2556000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846132,0,M.2,M.2,500,0
2821,1,i7-12700,DDR4,32,M.2,1TB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,2600000,인텔 NUC 12 Extreme Kit NUC12DCMi7,17846153,0,M.2,M.2,1000.0,0
2822,1,i5-12500,DDR5,8,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,1,20287,2496,0,1048720,HP 엘리트 미니 600 G9 6J9Y4PA-H,18042248,0,M.2,M.2,512,0
2823,1,N4200,LPDDR4,4,eMMC,64GB,HDGraphics505,HD Graphics 505 ,1,2146,0,0,279000,ECS LIVA Q1L N4200 Win10 Pro,16317299,0,eMMC,eMMC,64,0
2824,1,7305,DDR4,4,M.2,256GB,UHDGraphics,UHD Graphics ,1,2665,1521,0,578780,HP Pro Mini 260 G9 734W6PA-H,17971646,0,M.2,M.2,256,0
2825,1,i5-11500,DDR4,8,M.2,256GB,GeforceGTX1660SUPER,Geforce GTX 1660 SUPER ,1,17576,12770,1,1028000,HP 280 Pro G8 MT 455P9PA WIN10,16941455,1,M.2,M.2,256,0
2826,1,i5-11500,DDR4,16,M.2,256GB,GeforceGTX1660SUPER,Geforce GTX 1660 SUPER ,1,17576,12770,1,1103020,HP 280 Pro G8 MT 455P9PA WIN10,17922338,1,M.2,M.2,256,0
2827,1,i5-11500,DDR4,16,M.2,512GB,GeforceGTX1660SUPER,Geforce GTX 1660 SUPER ,1,17576,12770,1,1148780,HP 280 Pro G8 MT 455P9PA WIN10,17922371,1,M.2,M.2,512,0
2828,1,G6405,DDR4,8,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,399000,HP S01-pF2004kl,16824002,0,M.2,M.2,256,0
2829,1,G6405,DDR4,8,M.2,512GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,540000,HP S01-pF2004kl,17523032,0,M.2,M.2,512,0
2830,1,G6405,DDR4,8,M.2,1TB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,600000,HP S01-pF2004kl,17523077,0,M.2,M.2,1000.0,0
2831,1,G6405,DDR4,8,M.2,2TB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,740000,HP S01-pF2004kl,17523095,0,M.2,M.2,2000.0,0
2832,1,G6405,DDR4,16,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,520000,HP S01-pF2004kl,17523419,0,M.2,M.2,256,0
2833,1,G6405,DDR4,16,M.2,512GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,570000,HP S01-pF2004kl,17523485,0,M.2,M.2,512,0
2834,1,G6405,DDR4,16,M.2,1TB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,640000,HP S01-pF2004kl,17523509,0,M.2,M.2,1000.0,0
2835,1,G6405,DDR4,16,M.2,2TB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,770000,HP S01-pF2004kl,17523515,0,M.2,M.2,2000.0,0
2836,1,G6405,DDR4,32,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,604000,HP S01-pF2004kl,17543912,0,M.2,M.2,256,0
2837,1,G6405,DDR4,32,M.2,512GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,680000,HP S01-pF2004kl,17543984,0,M.2,M.2,512,0
2838,1,G6405,DDR4,32,M.2,1TB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,750000,HP S01-pF2004kl,17544038,0,M.2,M.2,1000.0,0
2839,1,G6405,DDR4,32,M.2,2TB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,880000,HP S01-pF2004kl,17544098,0,M.2,M.2,2000.0,0
2840,1,G6405,DDR4,8,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,540000,HP S01-pF2004kl,17523131,0,M.2,M.2,256,0
2841,1,G6405,DDR4,8,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,580000,HP S01-pF2004kl,17523149,0,M.2,M.2,256,0
2842,1,G6405,DDR4,16,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,570000,HP S01-pF2004kl,17523530,0,M.2,M.2,256,0
2843,1,G6405,DDR4,16,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,620000,HP S01-pF2004kl,17523539,0,M.2,M.2,256,0
2844,1,G6405,DDR4,32,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,680000,HP S01-pF2004kl,17544128,0,M.2,M.2,256,0
2845,1,G6405,DDR4,32,M.2,256GB,UHDGraphics610,UHD Graphics 610 ,0,4286,727,0,720000,HP S01-pF2004kl,17544164,0,M.2,M.2,256,0
2846,1,i5-12400,DDR4,8,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,748990,ASUS S501MD-A5002,16773608,0,M.2,M.2,256,0
2847,1,i5-12400,DDR4,8,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,809000,ASUS S501MD-A5002,13164771,0,M.2,M.2,512,0
2848,1,i5-12400,DDR4,16,M.2,256GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,809000,ASUS S501MD-A5002,13164792,0,M.2,M.2,256,0
2849,1,i5-12400,DDR4,16,M.2,512GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,809000,ASUS S501MD-A5002,13164777,0,M.2,M.2,512,0
2850,1,i5-12400,DDR5,8,M.2,250GB,UHDGraphics730,UHD Graphics 730 ,0,19524,1644,0,546630,한성컴퓨터 프리워커 F12500 D5,16566779,0,M.2,M.2,250,0
2851,1,i3-10110U,DDR4,8,M.2,256GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,768900,LG전자 24V50N-GR36K,10263603,0,M.2,M.2,256,0
2852,1,i3-10110U,DDR4,8,M.2,512GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,988990,LG전자 24V50N-GR36K,14552450,0,M.2,M.2,512,0
2853,1,i3-10110U,DDR4,8,SSD,512GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,818990,LG전자 24V50N-GR36K,16917548,0,SSD,SSD,512,0
2854,1,i3-10110U,DDR4,8,M.2,1TB,UHDGraphics,UHD Graphics ,1,3974,1521,0,972000,LG전자 24V50N-GR36K,14552513,0,M.2,M.2,1000.0,0
2855,1,i3-10110U,DDR4,8,SSD,1TB,UHDGraphics,UHD Graphics ,1,3974,1521,0,868990,LG전자 24V50N-GR36K,16917689,0,SSD,SSD,1000.0,0
2856,1,i3-10110U,DDR4,8,M.2,256GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,881510,LG전자 24V50N-GR36K,14552393,0,M.2,M.2,256,0
2857,1,i3-10110U,DDR4,16,M.2,256GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,948690,LG전자 24V50N-GR36K,14552420,0,M.2,M.2,256,0
2858,1,i3-10110U,DDR4,16,M.2,512GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,980000,LG전자 24V50N-GR36K,16917845,0,M.2,M.2,512,0
2859,1,i3-10110U,DDR4,16,M.2,1TB,UHDGraphics,UHD Graphics ,1,3974,1521,0,1090000,LG전자 24V50N-GR36K,14552588,0,M.2,M.2,1000.0,0
2860,1,i3-10110U,DDR4,16,M.2,256GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,1056090,LG전자 24V50N-GR36K,14552486,0,M.2,M.2,256,0
2861,1,i3-10110U,DDR4,16,M.2,512GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,1264900,LG전자 24V50N-GR36K,14552528,0,M.2,M.2,512,0
2862,1,i3-10110U,DDR4,16,M.2,512GB,UHDGraphics,UHD Graphics ,1,3974,1521,0,1120000,LG전자 24V50N-GR36K,14552579,0,M.2,M.2,512,0
2863,1,i7-12700KF,DDR5,32,M.2,1TB,GeforceRTX3070Ti,Geforce RTX 3070 Ti 8GB,0,34498,23611,1,2679000,한성컴퓨터 TFG DX12707iX,16566074,1,M.2,M.2,1000.0,0
2864,1,i5-12400F,DDR4,8,SSD,120GB,GeforceGT730,Geforce GT 730 2GB,0,19804,820,0,500600,아싸컴 i5 O5,17324897,1,SSD,SSD,120,0
2865,1,i7-12700,DDR4,16,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,0,31337,2496,0,899990,알이시스템 리메이드PC AG272,16540073,0,M.2,M.2,512,0
2866,0,5900X,DDR4,32,M.2,1TB,GeforceRTX3080Ti,Geforce RTX 3080 Ti 12GB,1,39306,27299,1,4117000,HP 오멘 45L GT22-0012kr,16449683,1,M.2,M.2,1000.0,0
2868,1,i5-12600,DDR4,8,M.2,128GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,786930,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477546,0,M.2,M.2,128,0
2869,1,i5-12600,DDR4,8,M.2,250GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,822420,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477513,0,M.2,M.2,250,0
2870,1,i5-12600,DDR4,8,M.2,256GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,813260,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477531,0,M.2,M.2,256,0
2871,1,i5-12600,DDR4,8,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,890990,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477471,0,M.2,M.2,500,0
2872,1,i5-12600,DDR4,8,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,834250,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477492,0,M.2,M.2,512,0
2873,1,i5-12600,DDR4,16,M.2,250GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,863310,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477435,0,M.2,M.2,250,0
2874,1,i5-12600,DDR4,16,M.2,256GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,854210,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477453,0,M.2,M.2,256,0
2875,1,i5-12600,DDR4,16,M.2,500GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,884240,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477399,0,M.2,M.2,500,0
2876,1,i5-12600,DDR4,16,M.2,512GB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,875140,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477405,0,M.2,M.2,512,0
2877,1,i5-12600,DDR4,16,M.2,1TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,948730,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477375,0,M.2,M.2,1000.0,0
2878,1,i5-12600,DDR4,16,M.2,2TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,1061690,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477351,0,M.2,M.2,2000.0,0
2879,1,i5-12600,DDR4,32,M.2,1TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,1097990,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477363,0,M.2,M.2,1000.0,0
2880,1,i5-12600,DDR4,32,M.2,2TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,1217110,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477300,0,M.2,M.2,2000.0,0
2881,1,i5-12600,DDR4,32,M.2,4TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,2144480,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477282,0,M.2,M.2,4000.0,0
2882,1,i5-12600,DDR4,64,M.2,1TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,1242970,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477354,0,M.2,M.2,1000.0,0
2883,1,i5-12600,DDR4,64,M.2,2TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,1467990,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477291,0,M.2,M.2,2000.0,0
2884,1,i5-12600,DDR4,64,M.2,4TB,UHDGraphics770,UHD Graphics 770 ,0,21210,2496,0,2438990,ASRock DeskMini B660 i5-12600 120W M.2 에즈윈,17477135,0,M.2,M.2,4000.0,0
